question,context,answer,contexts,ground_truth,evolution_type,metadata,episode_done
 What was the percentage of NTU's research impact assessed as world-leading or internationally excellent in the latest Research Excellence Framework (REF) 2021?,"NTU among universities to receive first-ever Turing Network Development Awards
        
            Wed 02 Feb 2022

View all news

Our events

31
                May
            
        
        
        
            Sport Engineering Seminar Day 2024
            
                
                
                NTU Clifton Campus, 
                Teaching and Learning Building, 
                Clifton Lane, 
                Clifton, 
                Nottinghamshire, 
                
                NG11 8NS

18
                Jun
            
        
        
        
            Physical Activity and the Endocrine system 2024", The percentage of NTU's research impact assessed as world-leading or internationally excellent in the latest Research Excellence Framework (REF) 2021 was 67%.,"[""Cyber Security Research Group (CSRG)\n        The cyber security research group (CSRG) is a dynamic team of seasoned professionals dedicated to researching and implementing effective solutions to safeguard against cyber threats.\n\nResearch Excellence Framework (REF) 2021\n\nIn the latest Research Excellence Framework (REF) 2021, 86% of NTU's research impact was assessed to be either world-leading or internationally excellent. The overall quality of each Unit of Assessment NTU submitted to REF in 2021 also saw an improvement from the previous REF in 2014.\n\nFind out more about REF 2021\n\nFind out more about our research\n\nOur facilities\n\nWith over £8 million invested, our computer science students will study in facilities designed to very high specifications with a variety of electronic and communication laboratories.""]",86% of NTU's research impact was assessed to be either world-leading or internationally excellent in the latest Research Excellence Framework (REF) 2021.,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 Who are the key members in the Computer Science department and their respective roles?,"Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science", The key members in the Computer Science department at Nottingham Trent University (NTU) are as follows:  1. Ahmad Lotfi - He is the Professor and Head of Department for Computer Science. 2. Joanna Hartley - She is the Deputy Head of Department for Computer Science.,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],"The key members in the Computer Science department include Ahmad Lotfi, who is both a Professor and Head of Department, and Joanna Hartley, who serves as Deputy Head of Department.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 Who holds the position of Deputy Head of Department in Computer Science at the School of Science & Technology?,"Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science", The Deputy Head of Department in Computer Science at the School of Science & Technology is Joanna Hartley.,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],Joanna Hartley holds the position of Deputy Head of Department in Computer Science at the School of Science & Technology.,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 Who holds the position of Deputy Head of Department in the Computer Science department?,"Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science", The Deputy Head of Department in the Computer Science department is Joanna Hartley.,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],Joanna Hartley holds the position of Deputy Head of Department in the Computer Science department.,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 Who holds the position of Deputy Head of Department in the School of Science & Technology's Computer Science department?,"Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science", The Deputy Head of Department in the School of Science & Technology's Computer Science department at Nottingham Trent University is Joanna Hartley.,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],Joanna Hartley holds the position of Deputy Head of Department in the School of Science & Technology's Computer Science department.,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
" Who holds the position of Professor and Head of Department in Computer Science at the School of Science & Technology?

(Note: While this question does not directly reference ""Ahmad Lotfi"" as a key phrase, it is formulated based on information provided about him within the given context.)","Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science", Professor Ahmad Lotfi holds the position of Head of Department in Computer Science at the School of Science & Technology.,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],Ahmad Lotfi holds the position of Professor and Head of Department in Computer Science at the School of Science & Technology.,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
 Who holds the position of Professor and Head of Department in the School of Science & Technology's Computer Science department?,"Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science", Professor Ahmad Lotfi holds the position of Professor and Head of Department in the School of Science & Technology's Computer Science department at Nottingham Trent University (NTU).,['Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science'],Ahmad Lotfi holds the position of Professor and Head of Department in the School of Science & Technology's Computer Science department.,simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
" Who is the Professor and Head of Department at the institution with over 200 industrial placement partners, including Microsoft and GlaxoSmithKline?","Our team

Dr Isibor Kennedy Ihianle
            
            
                
                Senior Lecturer
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science

Alicia Falcon Caro
            
            
                
                Academic Associate
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science"," I'm sorry for any confusion, but as per the provided context, there is no information about the Professor and Head of Department at Nottingham Trent University (NTU). The individuals mentioned in the context are Dr Isibor Kennedy Ihianle, a Senior Lecturer in Computer Science, and Alicia Falcon Caro, an Academic Associate also in Computer Science. For more specific information about the university's leadership structure, I would recommend visiting the official NTU website or contacting their admissions office directly.","['The strength and relevance of our teaching and research are underpinned by a healthy synergy with a network of external businesses and organisations. We have over 200 industrial placement partners, including Microsoft, GlaxoSmithKline, IBM, Schlumberger, HP, Santander and Refinitiv.\n\nResearch activity within the department is wide-ranging and collaborations and funding for research have been gained from a variety of sources including Innovate UK, the EPSRC, the US Department of Homeland Security and the EU. Our research is internationally recognised, particularly in the areas of serious games, computational intelligence and security.\n\nMeet the team', 'Meet the team\n\nAhmad Lotfi\n        \t                \n                                                                                                Professor and Head of Department\n                                                                                        \n                                                                                                                                                                                        \n                                                                                                Computer Science\n\nJoanna Hartley\n            \n            \n                \n                Deputy Head of Department\n                \n            \n            \n              \n                \n                    \n                \n            \n            \n                        \n                \n                Computer Science']","Ahmad Lotfi is the Professor and Head of Department at the institution that has over 200 industrial placement partners, including companies like Microsoft and GlaxoSmithKline.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}, {'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
How do research collaborations within the Department of Computer Science at NTU contribute to the department's teaching excellence and student success?,"Meet the team

Ahmad Lotfi
        	                
                                                                                                Professor and Head of Department
                                                                                        
                                                                                                                                                                                        
                                                                                                Computer Science

Joanna Hartley
            
            
                
                Deputy Head of Department
                
            
            
              
                
                    
                
            
            
                        
                
                Computer Science"," Research collaborations within the Department of Computer Science at NTU significantly contribute to the department's teaching excellence and student success in several ways. Firstly, faculty members who are actively engaged in research bring their cutting-edge knowledge and skills into the classroom, ensuring that students learn about the latest developments in their field. Secondly, these collaborations often involve partnerships with industry leaders, providing students with opportunities for real-world experience and connections that can enhance their employability. Lastly, research collaborations foster an environment of innovation and creativity, inspiring students to think critically and solve complex problems, thereby enhancing their overall learning experience.","['Home\n\nStudy\n\nAcademic Schools\n\nScience and Technology\n\nDepartment of Computer Science\n\nDepartment of Computer Science\n\nWelcome to the Department of Computer Science at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.\n\nOur undergraduate and postgraduate courses are designed to be industrially relevant with the right balance of theory and practice. The British Computing Society (BCS) have accredited all of our undergraduate degrees to Chartered IT Professional (CITP) status, and towards Chartered Engineer (CEng) status with the Engineering Council. We are a thriving department combining expertise with modern facilities and equipment to create an outstanding environment for learning and development.', 'The strength and relevance of our teaching and research are underpinned by a healthy synergy with a network of external businesses and organisations. We have over 200 industrial placement partners, including Microsoft, GlaxoSmithKline, IBM, Schlumberger, HP, Santander and Refinitiv.\n\nResearch activity within the department is wide-ranging and collaborations and funding for research have been gained from a variety of sources including Innovate UK, the EPSRC, the US Department of Homeland Security and the EU. Our research is internationally recognised, particularly in the areas of serious games, computational intelligence and security.\n\nMeet the team']","Research collaborations within the Department of Computer Science at NTU contribute to the department's teaching excellence and student success by providing a healthy synergy with external businesses and organizations. This network includes over 200 industrial placement partners, such as Microsoft, GlaxoSmithKline, IBM, Schlumberger, HP, Santander, and Refinitiv. These collaborations likely enhance the practical relevance of courses, offer students valuable industry exposure, and support a modern approach to learning that combines theory with real-world application.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}, {'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
What are some career opportunities available to graduates with a BSc (Hons) in Computer Science at NTU?,"Careers in Computer Science

The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.

Our recent graduates have secured roles at companies including:

Next Retail Ltd

Boots UK

Cisco Systems

Schlumberger

Experian

BT

Rockstar Games

Worldwide Clinical Trials UK Ltd

American Express

UK Government

They have gone into a wide variety of job roles including:

Business Analyst

Programmer

Project Software Implementation Officer

Web Developer

Games Tester

Graduate Game Development and Programmer

Software Engineer

Cyber Security Analyst

Product Consultant

Explore Computer Science

Find out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student."," Some career opportunities available to graduates with a BSc (Hons) in Computer Science at NTU include Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, and Explore Computer Science. They have also secured roles at companies such as Next Retail Ltd, Boots UK, Cisco Systems, Schlumberger, Experian, BT, Rockstar Games, Worldwide Clinical Trials UK Ltd, American Express, and UK Government.","['Home\n\nCourses\n\nComputer Science\n\nComputer Science\n\nAs the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.\n\nFind your course\n\nOpen days are the perfect way to see what makes life and learning at NTU so special.\n\nBook an open day\n\nUndergraduate courses\n\nArtificial Intelligence\n\n\n\n    - MSc\n\nCloud and Enterprise Computing\n\n\n\n    - MSc\n\nComputer Science\n\n\n\n    - MSc\n\nComputer Science\n\n\n\n    - MComp (Hons)\n\nComputer Science\n\n\n\n    - BSc (Hons)\n\nComputer Science (Games Technology)\n\n\n\n    - BSc (Hons)\n\nComputer Science (with foundation year)\n\n\n\n    - BSc (Hons)\n\nComputer Science - Artificial Intelligence\n\n\n\n    - BSc (Hons)\n\nComputer Science - Artificial Intelligence (with foundation year)\n\n\n\n    - BSc (Hons)', ""Careers in Computer Science\n\nThe industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.\n\nOur recent graduates have secured roles at companies including:\n\nNext Retail Ltd\n\nBoots UK\n\nCisco Systems\n\nSchlumberger\n\nExperian\n\nBT\n\nRockstar Games\n\nWorldwide Clinical Trials UK Ltd\n\nAmerican Express\n\nUK Government\n\nThey have gone into a wide variety of job roles including:\n\nBusiness Analyst\n\nProgrammer\n\nProject Software Implementation Officer\n\nWeb Developer\n\nGames Tester\n\nGraduate Game Development and Programmer\n\nSoftware Engineer\n\nCyber Security Analyst\n\nProduct Consultant\n\nExplore Computer Science\n\nFind out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.""]","Graduates with a BSc (Hons) in Computer Science from NTU have secured roles across various industries, including Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, and Product Consultant. They also work for companies such as Next Retail Ltd, Boots UK, Cisco Systems, Schlumberger, Experian, BT, Rockstar Games, Worldwide Clinical Trials UK Ltd, American Express, and the UK Government.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}, {'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
What are some job roles that graduates from Computer Science courses at NTU can pursue in the gaming industry?,"Careers in Computer Science

The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.

Our recent graduates have secured roles at companies including:

Next Retail Ltd

Boots UK

Cisco Systems

Schlumberger

Experian

BT

Rockstar Games

Worldwide Clinical Trials UK Ltd

American Express

UK Government

They have gone into a wide variety of job roles including:

Business Analyst

Programmer

Project Software Implementation Officer

Web Developer

Games Tester

Graduate Game Development and Programmer

Software Engineer

Cyber Security Analyst

Product Consultant

Explore Computer Science

Find out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student."," Some job roles that graduates from Computer Science courses at NTU can pursue in the gaming industry include:  1. Games Tester: This role involves testing games for bugs, glitches, and other issues before they are released to the public. 2. Graduate Game Development and Programmer: This role involves developing new games or expanding existing ones, often working with programming languages such as C++ or Unity. 3. Web Developer: While not strictly a gaming role, web developers can work on creating websites for game companies, managing online communities, or even developing browser-based games. 4. Software Engineer: This role involves designing, building, and maintaining software systems, which can include game engines and other tools used in game development. 5. Cyber Security Analyst: As cyber threats become more prevalent, there is a growing need for professionals who can help protect game companies from hacking and other security breaches.","[""Careers in Computer Science\n\nThe industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.\n\nOur recent graduates have secured roles at companies including:\n\nNext Retail Ltd\n\nBoots UK\n\nCisco Systems\n\nSchlumberger\n\nExperian\n\nBT\n\nRockstar Games\n\nWorldwide Clinical Trials UK Ltd\n\nAmerican Express\n\nUK Government\n\nThey have gone into a wide variety of job roles including:\n\nBusiness Analyst\n\nProgrammer\n\nProject Software Implementation Officer\n\nWeb Developer\n\nGames Tester\n\nGraduate Game Development and Programmer\n\nSoftware Engineer\n\nCyber Security Analyst\n\nProduct Consultant\n\nExplore Computer Science\n\nFind out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student.""]","Graduates from Computer Science courses at NTU have gone into various job roles within the gaming industry, including Games Tester and Graduate Game Development and Programmer.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
"What are the main areas of focus for the Centre for Computer Science and Informatics at NTU?

context: ""The Centre for Computer Science and Informatics (CIRC) is a research group within the School of Science & Technology that harnesses enabling technologies ranging from machine learning, AI, advanced display technologies to intelligent sensors and robotics. The CIRC's main areas of focus include:
- Harnessing enabling technologies for advancements in individuals and society
- Interactive Systems Research Group (ISRG) - development of new technologies for cognitive and physical rehabilitation within the real world
- Computational Intelligence and Applications Research Group (CIA) - research on computational intelligence applications
- Cognitive Computing and Brain Informatics Research Group (CCBI) - brain research, including brain computer interfacing (BCI), EEG hyper scanning, and body sensor networking (BCI)","Centre for Computer Science and Informatics (CIRC)
        Harnessing enabling technologies ranging from machine learning, AI, and advanced display technologies, to intelligent sensors and robotics to drive advances for individuals and society.

Research groups

Interactive Systems Research Group (ISRG)
        The Interactive Systems Research Group focuses on the development of new technologies for the cognitive and physical rehabilitation of users within the real world.

Computational Intelligence and Applications Research Group (CIA)
        This research group brings together academics researching in the areas of computational intelligence applications.

Cognitive Computing and Brain Informatics Research Group (CCBI) 
        This research group is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyper scanning, and body sensor networking (BCI)."," The main areas of focus for the Centre for Computer Science and Informatics (CIRC) at NTU are: 1. Harnessing enabling technologies for advancements in individuals and society 2. Interactive Systems Research Group (ISRG) - development of new technologies for cognitive and physical rehabilitation within the real world 3. Computational Intelligence and Applications Research Group (CIA) - research on computational intelligence applications 4. Cognitive Computing and Brain Informatics Research Group (CCBI) - brain research, including brain computer interfacing (BCI), EEG hyper scanning, and body sensor networking (BCI)","['Centre for Computer Science and Informatics (CIRC)\n        Harnessing enabling technologies ranging from machine learning, AI, and advanced display technologies, to intelligent sensors and robotics to drive advances for individuals and society.\n\nResearch groups\n\nInteractive Systems Research Group (ISRG)\n        The Interactive Systems Research Group focuses on the development of new technologies for the cognitive and physical rehabilitation of users within the real world.\n\nComputational Intelligence and Applications Research Group (CIA)\n        This research group brings together academics researching in the areas of computational intelligence applications.\n\nCognitive Computing and Brain Informatics Research Group (CCBI) \n        This research group is centred around brain research, mainly brain computer interfacing (BCI) including EEG hyper scanning, and body sensor networking (BCI).']","The main areas of focus for the Centre for Computer Science and Informatics at NTU include harnessing enabling technologies such as machine learning, AI, advanced display technologies, intelligent sensors, and robotics. Additionally, it comprises research groups like Interactive Systems Research Group (ISRG) focusing on cognitive and physical rehabilitation technologies, Computational Intelligence and Applications Research Group (CIA) concentrating on computational intelligence applications, and Cognitive Computing and Brain Informatics Research Group (CCBI) dedicated to brain research including BCI, EEG hyper scanning, and body sensor networking.",simple,"[{'source': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science', 'title': 'Department of Computer Science | Nottingham Trent University', 'description': 'Digital experts are at the core of modern society. Meet Nottingham Trent University’s Department of Computer Science.', 'language': 'en', 'filename': 'https://www.ntu.ac.uk/study-and-courses/academic-schools/science-and-technology/Computer-Science'}]",True
What facilities related to the Department of Computer Science can be explored at NTU's Clifton Campus?,"Home

Study

Courses

Our facilities

Computer Science Facilities

Computer Science Facilities

Our Computer Science facilities are used by both undergraduate and postgraduate students, and based at Clifton Campus.

About the facility

Students working on Virtual Reality (VR) development

The Computer Science department offers a transformative learning environment that focuses on practical application through the use of advanced computer science facilities. It provides ten specialist teaching laboratories and 350 workstations running Windows and Linux that are specifically designed to empower you to engage deeply in your coursework and enable a ground breaking research."," At NTU's Clifton Campus, you can explore ten specialist teaching laboratories and 350 workstations running both Windows and Linux, specifically designed for Computer Science studies. These facilities are used by both undergraduate and postgraduate students. Additionally, there is a focus on practical application, including the opportunity to engage with Virtual Reality (VR) development.","[""Careers in Computer Science\n\nThe industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching.\n\nOur recent graduates have secured roles at companies including:\n\nNext Retail Ltd\n\nBoots UK\n\nCisco Systems\n\nSchlumberger\n\nExperian\n\nBT\n\nRockstar Games\n\nWorldwide Clinical Trials UK Ltd\n\nAmerican Express\n\nUK Government\n\nThey have gone into a wide variety of job roles including:\n\nBusiness Analyst\n\nProgrammer\n\nProject Software Implementation Officer\n\nWeb Developer\n\nGames Tester\n\nGraduate Game Development and Programmer\n\nSoftware Engineer\n\nCyber Security Analyst\n\nProduct Consultant\n\nExplore Computer Science\n\nFind out about the facilities you'll have access to on your course and the benefits and support you'll receive as an NTU student."", 'Department of Computer Science\n        Welcome to the Computer Science Department at NTU. The department combines internationally significant research with an outstanding record for teaching excellence. Our state-of-the-art facilities and career-focused approach to course design provide the right conditions for students to succeed in their chosen fields.\n\nComputer Science facilities\n        Explore our our Computer Science facilities at our Clifton Campus. You can take a look at the outstanding lab facilities in our ISTeC building.\n\nTake a virtual tour\n        The NTU virtual tour is a great way to get to know our University from the comfort of your own home.\n\nSupporting your success\n        What makes life and learning at NTU so special? Discover just a few of the benefits and free services designed to enhance your student experience.\n\nSearch for a specific course\n\nOrder a prospectus\n\nBook an open day\n\nLearn about life in Nottingham\n\nChat to students or staff\n\nAlso in']","At NTU's Clifton Campus, you can explore outstanding lab facilities in our ISTeC building as part of the Computer Science department.",simple,"[{'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}, {'source': 'https://www.ntu.ac.uk/course/computer-science', 'title': 'Computer Science | Nottingham Trent University', 'description': ""Pursue your passion for computer science. You'll get involved in industry projects and  research to develop skills and experience employers are looking for."", 'language': 'en', 'filename': 'https://www.ntu.ac.uk/course/computer-science'}]",True
